,brand,model,variant,body_type,fuel_type,engine_cc,transmission,mileage_kmpl_or_range,price_min_inr,price_max_inr,segment,seating,launch_year,country,price,score
310,Mahindra,Thar,Base Plus,Luxury Sedan,CNG,0.29604385834938507,DCT,0.013062409288824383,3746858,8584057,Luxury,7,2020,India,0.3885339505183275,0.21664712729138366
311,Mahindra,XUV700,ZX Plus,SUV,CNG,0.1773596088309379,CVT,0.01451378809869376,6432360,8599404,Luxury,7,2024,India,0.48421830246752956,0.169497171983848
312,Audi,Q7,VX Turbo,MPV,Hybrid,0.2219588087124018,CVT,0.0014513788098693744,9168731,11566695,Luxury,2,2020,Germany,0.6862848386594046,0.12332853466108348
313,Bentley,Bentayga,Premium Plus,Sedan,Hybrid,0.5920877166987701,DCT,0.018867924528301883,10891252,12777508,Luxury,4,2019,UK,0.7902055550121369,0.1774699281716255
314,Tesla,Model X,Edition Plus,MPV,Electric,0.0,Automatic,0.497822931785196,7581450,9718989,Luxury,7,2023,USA,0.5645918061911201,0.28309007457703855
315,Audi,Q3,Base Hybrid,Hatchback,Electric,0.0,Automatic,0.5239477503628447,3805280,8472978,Luxury,6,2017,Germany,0.3866684441828792,0.33671460158127586
316,Ferrari,Roma,Edition Turbo,MPV,CNG,0.36953622758927246,CVT,0.02322206095791001,11562294,13623376,Luxury,2,2016,Italy,0.8439458975174987,0.12104849247374833
317,Audi,A4,Signature Turbo,Luxury Sedan,Hybrid,0.29604385834938507,CVT,0.0,634483,4835375,Premium,4,2016,Germany,0.1454637926785014,0.2728428235002517
318,Tesla,Model X,Edition S,Hatchback,Hybrid,0.11794339902207733,Automatic,0.026124818577648763,2907964,6933800,Premium,2,2024,USA,0.30034953134542736,0.2076449834702357
319,Mercedes-Benz,GLE,Premium Turbo,SUV,Hybrid,0.4442139576233516,Automatic,0.004354136429608127,9209451,13590607,Luxury,5,2017,Germany,0.7594296071872212,0.15050933747822787
320,BMW,X5,Base S,Hatchback,Diesel,0.29604385834938507,DCT,0.02031930333817126,13176976,14827064,Luxury,6,2021,Germany,0.9437937257385776,0.08037209640359257
321,Mahindra,XUV700,Max Turbo,Coupe,Petrol,0.5920877166987701,Manual,0.004354136429608127,391997,4778702,Premium,5,2022,India,0.1348653345474577,0.33622515745325243
322,Tata,Altroz,VX S,MPV,Electric,0.0,Automatic,0.6473149492017417,6373559,6796946,Luxury,7,2019,India,0.41827853270453286,0.3719905990444764
323,Ferrari,Purosangue,LX Turbo,MPV,Diesel,0.29604385834938507,Manual,0.013062409288824383,5606972,6935642,Luxury,7,2022,Italy,0.3960339187221383,0.21477213524043098
324,Porsche,Cayenne,Pro X,SUV,Hybrid,0.11794339902207733,CVT,0.004354136429608127,6830578,8368508,Luxury,2,2024,Germany,0.4901461041094742,0.1525761015274098
325,Tesla,Model Y,VX AT,SUV,Hybrid,0.29604385834938507,CVT,0.011611030478955007,2906061,5522150,Premium,6,2016,USA,0.25027086987607067,0.2507049148684936
326,Maruti Suzuki,Fronx,Signature Turbo,MPV,CNG,0.9999999999999999,Manual,0.008708272859216255,5211638,6150990,Premium,7,2025,Japan/India,0.3542299542209273,0.36449040694549384
327,Tata,Punch,LX S,SUV,Hybrid,0.29604385834938507,Manual,0.007256894049346879,9927413,14012235,Luxury,7,2017,India,0.7998024420394441,0.11179807407728741
328,Rolls-Royce,Phantom,Max MT,MPV,Electric,0.0,Automatic,0.4455732946298984,8087236,9621168,Luxury,2,2023,UK,0.5790449898540928,0.26118940565694126
329,Maruti Suzuki,Grand Vitara,Edition MT,Sedan,Electric,0.0,Automatic,0.9738751814223512,498505,1485787,Budget,7,2020,Japan/India,0.02197887223823526,0.585361595438264
330,Kia,Seltos,LX X,Coupe,Hybrid,0.26655800859386575,Automatic,0.007256894049346879,6304161,8941236,Luxury,5,2018,South Korea,0.4917867874735273,0.1829048177676627
331,Toyota,Fortuner,Base AT,Hatchback,CNG,0.4442139576233516,Automatic,0.018867924528301883,5188648,8429314,Luxury,7,2023,Japan,0.4341308195484601,0.23691386022246097
332,Toyota,Urban Cruiser,Luxury Plus,SUV,CNG,0.2219588087124018,CVT,0.026124818577648763,1451060,4624132,Premium,5,2021,Japan,0.16690926834293812,0.26180813115892293
333,Toyota,Urban Cruiser,LX Turbo,MPV,Electric,0.0,Automatic,0.590711175616836,8814467,10083495,Luxury,4,2025,Japan,0.6211880664703675,0.3014518948483007
334,Mercedes-Benz,GLA,Pro Turbo,Sedan,Hybrid,0.5920877166987701,Automatic,0.007256894049346879,6896232,8394328,Luxury,5,2022,Germany,0.4933868000573784,0.2476107562426808
335,Mahindra,XUV300,Sport Hybrid,Hatchback,Electric,0.0,Automatic,0.8635703918722787,5744781,6409258,Luxury,7,2018,India,0.38226767445647913,0.4566827185411777
336,Mahindra,Scorpio,LX AT,SUV,CNG,0.36953622758927246,DCT,0.008708272859216255,6296028,9269169,Luxury,5,2024,India,0.5031165048155019,0.2011760148147047
337,Honda,City,Pro Hybrid,Luxury Sedan,Electric,0.0,Automatic,0.918722786647315,9470421,14293289,Luxury,2,2020,Japan,0.7935693969809314,0.3731606260813274
338,Bentley,Continental GT,Premium X,Hatchback,Hybrid,0.4442139576233516,Automatic,0.0029027576197387505,2698020,5401809,Premium,4,2023,UK,0.2386371136528302,0.28019947827837133
339,Lamborghini,Huracan,LX Plus,Hatchback,Hybrid,0.2219588087124018,Manual,0.013062409288824383,759124,4775019,Premium,7,2024,Italy,0.1477412500872845,0.26202829247174775
340,Hyundai,Verna,Luxury S,Hatchback,Petrol,0.36953622758927246,Manual,0.013062409288824383,9233873,13685480,Luxury,2,2020,South Korea,0.763655931859863,0.13756510580397727
341,Honda,Amaze,Base Hybrid,SUV,CNG,0.29604385834938507,Automatic,0.008708272859216255,3273633,7284354,Premium,6,2023,Japan,0.3257235280428041,0.23082578515990165
342,Rolls-Royce,Cullinan,Base Plus,Coupe,CNG,0.1773596088309379,Manual,0.011611030478955007,7842900,10013730,Luxury,2,2020,UK,0.5842962677863365,0.1434617154872377
343,Honda,Amaze,Signature Plus,SUV,Electric,0.0,Automatic,0.7111756168359942,8389053,12800047,Luxury,6,2025,Japan,0.7023573783260806,0.3233221213110778
344,Porsche,Cayenne,LX X,Sedan,Petrol,0.1773596088309379,DCT,0.021770682148040635,2024374,5668472,Premium,5,2018,Germany,0.22421871980358427,0.2370369805671057
345,Tesla,Model Y,Signature EV,Sedan,Diesel,0.1773596088309379,CVT,0.007256894049346879,7109920,11187167,Luxury,7,2024,USA,0.5999005620680568,0.1380366941664448
346,Lamborghini,Urus,Base Hybrid,Luxury Sedan,CNG,0.36953622758927246,DCT,0.017416545718432506,1858304,3394636,Premium,6,2018,Italy,0.13777892830581084,0.29555830444285314
347,Toyota,Innova Hycross,Premium Turbo,SUV,CNG,0.14787375907541858,Manual,0.004354136429608127,9653699,13561005,Luxury,6,2016,Japan,0.7741194820370662,0.08756882905618002
348,Mahindra,Scorpio,Base EV,Sedan,Electric,0.0,Automatic,0.4412191582002903,5786205,8685131,Luxury,6,2022,India,0.4643637345171601,0.2883357717408116
349,Tesla,Model 3,VX Hybrid,Coupe,Hybrid,0.36953622758927246,DCT,0.0029027576197387505,5164638,6700913,Premium,4,2021,USA,0.37204726327276566,0.23191139486657164
350,Kia,Carens,VX Turbo,Coupe,Petrol,0.5920877166987701,Manual,0.024673439767779387,825851,2516866,Mid,5,2019,South Korea,0.07010448599768453,0.3595271257590557
351,Porsche,Panamera,Edition EV,Sedan,Diesel,0.2219588087124018,Automatic,0.004354136429608127,1868702,6263177,Premium,5,2025,Germany,0.23977256531264973,0.2359725681646808
352,Hyundai,Creta,Edition S,Hatchback,Electric,0.0,Automatic,0.9274310595065313,528766,860735,Budget,7,2022,South Korea,0.0009069087999912726,0.5743741436272881
353,Toyota,Fortuner,Luxury AT,MPV,Diesel,0.4442139576233516,Manual,0.02322206095791001,4844941,5238760,Premium,2,2020,Japan,0.30892075656295487,0.26974032371920015
354,Rolls-Royce,Ghost,LX Plus,SUV,Diesel,0.4442139576233516,Automatic,0.021770682148040635,11802405,14437865,Luxury,4,2024,UK,0.8813077483894388,0.12613559317912484
355,Lamborghini,Urus,VX Plus,MPV,Electric,0.0,Automatic,0.4310595065312047,5208193,6970319,Luxury,6,2023,Italy,0.383134691881464,0.30508715431555566
356,Tesla,Model S,Pro AT,Luxury Sedan,CNG,0.14787375907541858,Manual,0.018867924528301883,4532440,8985344,Luxury,2,2018,USA,0.4305817625632058,0.17853308475918794
357,BMW,X1,ZX AT,MPV,Hybrid,0.2219588087124018,Automatic,0.0014513788098693744,2445045,6247398,Premium,7,2017,Germany,0.2596319514042278,0.22999175647487768
358,Honda,CR-V,Edition S,Coupe,Electric,0.0,Automatic,0.6777939042089985,12463772,14610209,Luxury,4,2017,Japan,0.9108440522508991,0.2595168534104247
359,Porsche,Macan,VX S,SUV,Hybrid,0.29604385834938507,DCT,0.026124818577648763,12538709,12936771,Luxury,6,2025,Germany,0.8542131438679605,0.10479917220506395
360,Tesla,Model S,Luxury EV,Sedan,Hybrid,0.26655800859386575,DCT,0.02322206095791001,9771892,10439070,Luxury,4,2020,USA,0.6677043856386373,0.14451322664438232
361,Tesla,Model X,Signature Turbo,SUV,Diesel,0.29604385834938507,Manual,0.013062409288824383,4031459,4473967,Premium,5,2020,USA,0.2530064049747592,0.25052901367727576
362,Rolls-Royce,Cullinan,Luxury MT,SUV,CNG,0.9999999999999999,Automatic,0.021770682148040635,6212438,11023867,Luxury,6,2024,UK,0.5623196983361789,0.3170398141677695
363,Toyota,Urban Cruiser,Luxury S,Sedan,CNG,0.26655800859386575,Automatic,0.008708272859216255,2986961,3719114,Premium,5,2025,Japan,0.1892598814319218,0.2590445268615184
364,BMW,3 Series,VX S,Coupe,Petrol,0.5920877166987701,Manual,0.013062409288824383,1160988,3548109,Mid,7,2019,Germany,0.11851192559032771,0.34336140519326064
365,BMW,5 Series,Sport EV,SUV,Petrol,0.36953622758927246,Manual,0.015965166908563137,2993875,3237816,Premium,5,2018,Germany,0.17245363805620173,0.28638164442180114
366,Hyundai,Verna,VX Plus,Hatchback,Electric,0.0,Automatic,0.5123367198838897,5850211,7613728,Luxury,4,2019,South Korea,0.42867416834720007,0.3221493098725614
367,Mercedes-Benz,C-Class,Pro MT,MPV,Electric,0.0,Automatic,0.4731494920174166,3382420,5083305,Premium,5,2019,Germany,0.2515998974444473,0.352702347844984
368,Kia,Sonet,Signature Hybrid,Sedan,Diesel,0.1773596088309379,CVT,0.015965166908563137,3908068,5682899,Premium,7,2020,South Korea,0.29146441839916337,0.21819362558439384
369,Bentley,Continental GT,Premium Hybrid,Coupe,Electric,0.0,Automatic,0.772133526850508,2800371,6550594,Premium,6,2019,UK,0.2829617454113316,0.4495062980448449
370,Tesla,Model X,VX Turbo,SUV,CNG,0.9999999999999999,Manual,0.007256894049346879,5871846,6927037,Luxury,2,2016,USA,0.40511289099703035,0.3512616901680138
371,Toyota,Fortuner,Base Turbo,Sedan,CNG,0.14787375907541858,Automatic,0.026124818577648763,12822037,14829604,Luxury,7,2024,Japan,0.9313091070344046,0.055891161558659634
372,Porsche,Panamera,Edition X,MPV,Electric,0.0,Automatic,0.865021770682148,4387931,4624303,Premium,4,2021,Germany,0.2709613498986224,0.48501728226409624
373,Mahindra,Thar,ZX MT,Hatchback,Hybrid,0.11794339902207733,Automatic,0.0014513788098693744,4121159,5805158,Premium,4,2016,India,0.30334503350432657,0.19826040401178807
374,Toyota,Camry,Luxury Hybrid,Coupe,Hybrid,0.14787375907541858,Automatic,0.015965166908563137,7168804,11930438,Luxury,2,2024,Japan,0.6283189154590875,0.12808283136830895
375,Bentley,Continental GT,Base EV,Sedan,Petrol,0.4442139576233516,Manual,0.017416545718432506,2371571,5781655,Premium,6,2021,UK,0.24052883634485467,0.28480637343990806
376,BMW,5 Series,Max EV,Sedan,CNG,0.14787375907541858,DCT,0.007256894049346879,11410008,11802396,Luxury,5,2018,Germany,0.7740379987666267,0.08860516504069846
377,Lamborghini,Aventador,Base X,Hatchback,Petrol,0.2219588087124018,CVT,0.004354136429608127,10924171,13294854,Luxury,2,2017,Italy,0.8097000731896906,0.09349069119542056
378,Maruti Suzuki,Swift,ZX Turbo,Coupe,Hybrid,0.14787375907541858,Automatic,0.026124818577648763,6103255,7891829,Luxury,4,2020,Japan/India,0.4474913125548396,0.17684561017855088
379,Mercedes-Benz,A-Class,VX AT,MPV,Petrol,0.26655800859386575,Automatic,0.026124818577648763,4627506,6545460,Premium,4,2024,Germany,0.3475107020304533,0.22557761271333687
380,Bentley,Bentayga,Luxury S,MPV,CNG,0.4442139576233516,CVT,0.018867924528301883,1646163,5643592,Premium,6,2023,UK,0.20993820981892541,0.2929620126548446
381,BMW,3 Series,Edition Plus,Coupe,Petrol,0.36953622758927246,Manual,0.021770682148040635,7020209,9421067,Luxury,4,2022,Germany,0.5341538013734749,0.1979885339263
382,Rolls-Royce,Ghost,Edition S,SUV,Electric,0.0,Automatic,0.5747460087082729,5044290,5977535,Premium,2,2020,UK,0.3421561529098048,0.36562206482044435
383,Porsche,Macan,Edition Hybrid,Luxury Sedan,Petrol,0.11794339902207733,CVT,0.008708272859216255,8312719,10029214,Luxury,7,2017,Germany,0.6014893441315907,0.12626423927224348
384,Audi,A8,Base MT,Coupe,Hybrid,0.5920877166987701,Automatic,0.005805515239477503,11350258,12565068,Luxury,7,2023,Germany,0.7989407741683011,0.17071428013149587
385,Mahindra,Scorpio,Sport S,Sedan,Petrol,0.29604385834938507,DCT,0.015965166908563137,7457468,7876354,Luxury,4,2021,India,0.49491946494683586,0.19106671385116517
386,Honda,Amaze,Signature MT,Sedan,Hybrid,0.9999999999999999,CVT,0.011611030478955007,6028192,6634738,Luxury,6,2019,Japan,0.4002964148813535,0.35398975694729584
387,Mahindra,Thar,ZX EV,Coupe,CNG,0.1773596088309379,Manual,0.008708272859216255,5189901,8016063,Luxury,2,2023,India,0.41953475674214724,0.18363612808137644
388,Tesla,Model Y,Pro Hybrid,Coupe,Electric,0.0,Automatic,0.8026124818577649,1608187,3742936,Premium,2,2022,USA,0.14125730741083614,0.49560004179750866
389,Tesla,Model S,Premium X,Sedan,Petrol,0.14787375907541858,DCT,0.024673439767779387,11449680,13188174,Luxury,2,2016,USA,0.8245381413092087,0.08207592040650434
390,Maruti Suzuki,Alto,Base AT,Coupe,Petrol,0.5920877166987701,DCT,0.0014513788098693744,1121337,4812550,Premium,4,2023,Japan/India,0.16190318419969946,0.32844972987328347
391,Tata,Tiago,ZX Plus,SUV,CNG,0.5920877166987701,DCT,0.0029027576197387505,7895466,12478492,Luxury,2,2022,India,0.6734789278771379,0.2010637765373781
392,BMW,X1,Signature X,Coupe,CNG,0.1773596088309379,Manual,0.024673439767779387,3355987,5055774,Premium,6,2025,Germany,0.24968808735488407,0.23168560384618933
393,Maruti Suzuki,Grand Vitara,ZX EV,Hatchback,Diesel,0.9999999999999999,CVT,0.0,9685147,14313082,Luxury,4,2019,Japan/India,0.8018778209375372,0.24953054476561567
394,Kia,Seltos,Luxury X,Coupe,Diesel,0.36953622758927246,Automatic,0.007256894049346879,9655418,13585405,Luxury,7,2017,South Korea,0.7750448131416785,0.13268595514970627
395,Tesla,Model 3,VX MT,SUV,Electric,0.0,Automatic,0.8127721335268505,9535664,14176506,Luxury,6,2024,USA,0.7917434631729097,0.3365343809411702
396,Rolls-Royce,Phantom,LX Plus,Luxury Sedan,CNG,0.11794339902207733,DCT,0.02322206095791001,10648114,14191394,Luxury,5,2017,UK,0.8316822401862523,0.0737958410931209
397,BMW,7 Series,Premium S,Luxury Sedan,CNG,0.11794339902207733,Manual,0.008708272859216255,2089028,4805698,Premium,2,2020,Germany,0.19594331641091134,0.22765074620241332
398,Porsche,911,Edition Plus,Coupe,Petrol,0.14787375907541858,CVT,0.015965166908563137,6471247,7560007,Luxury,7,2021,Germany,0.4487727255512724,0.17296937884526276
399,Audi,Q3,ZX AT,MPV,Hybrid,0.29604385834938507,Automatic,0.007256894049346879,6074611,7699860,Luxury,4,2019,Germany,0.43967554353681254,0.2018297987029453
400,Audi,Q5,Max Plus,SUV,CNG,0.9999999999999999,DCT,0.010159651669085631,8559294,13022994,Luxury,5,2023,Germany,0.7162870496902343,0.2744841156616214
401,Tesla,Model S,Max Turbo,MPV,CNG,0.36953622758927246,Manual,0.02031930333817126,9276079,9595782,Luxury,5,2019,USA,0.6202633730609152,0.17595315842098563
402,Lamborghini,Urus,Signature EV,MPV,CNG,0.26655800859386575,Automatic,0.007256894049346879,9674258,11856436,Luxury,5,2021,Italy,0.7144592027967326,0.12723671393686142
403,Kia,Carens,Edition Hybrid,Luxury Sedan,Electric,0.0,Automatic,0.6937590711175617,9373033,11862481,Luxury,7,2019,South Korea,0.7040017107235491,0.31681524721025933
404,Lamborghini,Urus,Max Turbo,Luxury Sedan,Diesel,0.2219588087124018,CVT,0.021770682148040635,13284902,14218271,Luxury,6,2016,Italy,0.9260492556450104,0.070499186583042
405,BMW,7 Series,Luxury X,Hatchback,Electric,0.0,Automatic,0.6937590711175617,7062351,8760301,Luxury,5,2024,Germany,0.5122374941159336,0.3647563013621632
406,Mahindra,Scorpio,Sport X,SUV,Electric,0.0,Automatic,0.8026124818577649,11189411,12592727,Luxury,4,2019,India,0.794222255114696,0.3323588048715437
407,Lamborghini,Aventador,Base Hybrid,MPV,Petrol,0.14787375907541858,DCT,0.0029027576197387505,516007,4489273,Premium,4,2019,Italy,0.12900495145492452,0.24833947911826115
408,Honda,City,Signature X,MPV,Diesel,0.11794339902207733,Automatic,0.0014513788098693744,8552958,12439194,Luxury,4,2023,Japan,0.695380001305858,0.10025166206140525
409,Ferrari,SF90,Edition Turbo,Sedan,Hybrid,0.36953622758927246,DCT,0.005805515239477503,2753971,3255808,Premium,7,2021,Italy,0.1645918487041308,0.2847912136756389
410,BMW,X3,Sport X,MPV,Petrol,0.9999999999999999,DCT,0.024673439767779387,5627238,8308561,Luxury,2,2025,Germany,0.4453909926904901,0.3472879557461003
411,Porsche,Cayenne,ZX S,MPV,Petrol,0.1773596088309379,DCT,0.008708272859216255,10056899,12557563,Luxury,2,2018,Germany,0.7528544032478806,0.10030621645494314
412,Bentley,Bentayga,Signature Turbo,Coupe,Electric,0.0,Automatic,0.8519593613933236,12618119,13018798,Luxury,5,2025,UK,0.8599324546201067,0.33320266283263655
413,Bentley,Bentayga,Luxury S,Sedan,Petrol,0.36953622758927246,Manual,0.017416545718432506,4649054,8148195,Luxury,2,2019,UK,0.40505500244750947,0.2287392859074285
414,Tata,Nexon,Premium AT,Coupe,Hybrid,0.5920877166987701,CVT,0.011611030478955007,3624461,6576578,Premium,7,2025,India,0.31307774960070545,0.29421196660721194
415,Ferrari,Roma,Premium X,MPV,Petrol,0.5920877166987701,CVT,0.005805515239477503,6083819,7234925,Luxury,2,2017,Italy,0.42353027119439207,0.26456690587497317
416,Hyundai,Alcazar,Luxury S,Sedan,Hybrid,0.36953622758927246,DCT,0.024673439767779387,3865728,7926735,Premium,5,2016,South Korea,0.36945793750325273,0.2401784650607641
417,Audi,A4,Signature MT,SUV,Petrol,0.5920877166987701,CVT,0.011611030478955007,8036713,11740947,Luxury,7,2019,Germany,0.6523535751830016,0.20939301021163786
418,Toyota,Urban Cruiser,Edition S,Hatchback,CNG,0.5920877166987701,Automatic,0.010159651669085631,4898805,7882143,Luxury,6,2017,Japan,0.404477498625147,0.2708540467676473
419,Maruti Suzuki,Ertiga,Luxury EV,Luxury Sedan,Petrol,0.5920877166987701,CVT,0.01451378809869376,2690276,4154521,Premium,5,2016,Japan/India,0.19417445631970603,0.3249537550943703
420,Audi,Q5,Premium MT,MPV,Petrol,0.14787375907541858,DCT,0.004354136429608127,14626462,14964093,Luxury,2,2025,Germany,0.9999999999999999,0.031098699565446593
421,Toyota,Innova Hycross,Pro Turbo,Sedan,CNG,0.4442139576233516,Automatic,0.0029027576197387505,6855621,7678043,Luxury,7,2021,Japan,0.46657186029105185,0.22321579161881594
422,Audi,A6,Luxury EV,Sedan,Petrol,0.5920877166987701,CVT,0.010159651669085631,8390406,12788764,Luxury,6,2024,Germany,0.7020055831628355,0.19647202563322513
423,Tesla,Model 3,Premium S,MPV,Hybrid,0.14787375907541858,CVT,0.017416545718432506,7843023,10166036,Luxury,5,2023,USA,0.5896964475384311,0.13824643093192734
424,Audi,Q5,Premium Hybrid,SUV,Diesel,0.2219588087124018,Manual,0.004354136429608127,8281777,10946551,Luxury,7,2024,Germany,0.6328921108712393,0.13769268177503338
425,Ferrari,SF90,Sport Plus,Coupe,Hybrid,0.4442139576233516,Automatic,0.026124818577648763,964158,2469505,Mid,7,2019,Italy,0.07332647622089661,0.3296548589716232
426,BMW,7 Series,Luxury AT,Hatchback,Diesel,0.26655800859386575,Manual,0.018867924528301883,3229058,5411026,Premium,2,2021,Germany,0.25777700246642776,0.24547112468707188
427,Audi,A4,Sport S,Sedan,CNG,0.29604385834938507,DCT,0.0014513788098693744,630144,1767782,Mid,5,2021,Germany,0.03663289444908682,0.3005585306410596
428,Ferrari,296 GTB,Pro X,Sedan,Electric,0.0,Automatic,0.872278664731495,12313721,14976675,Luxury,7,2022,Italy,0.9185110965866197,0.3256697585093683
429,Bentley,Continental GT,Pro Hybrid,Sedan,Electric,0.0,Automatic,0.35413642960812775,9502781,13126451,Luxury,6,2022,UK,0.7533776675541375,0.18560333347431035
430,Kia,Seltos,Pro Turbo,Hatchback,CNG,0.9999999999999999,DCT,0.0,1611486,4387919,Premium,6,2017,South Korea,0.1642243237269399,0.408943919068265
431,Rolls-Royce,Phantom,ZX EV,Coupe,CNG,0.9999999999999999,Automatic,0.02031930333817126,3950537,8359977,Luxury,2,2021,UK,0.38781119390952945,0.36015895769097755
432,Mahindra,Thar,VX Turbo,Hatchback,Diesel,0.29604385834938507,Manual,0.005805515239477503,7006231,10498560,Luxury,4,2024,India,0.5718314884871402,0.1682828298819091
433,Mercedes-Benz,GLA,Sport Turbo,MPV,CNG,0.29604385834938507,CVT,0.021770682148040635,6290745,9977731,Luxury,6,2017,Germany,0.5280319278378488,0.18482052846222902
434,Audi,A6,Base Turbo,Coupe,Hybrid,0.9999999999999999,DCT,0.007256894049346879,10983084,12773773,Luxury,4,2020,Germany,0.7933266122625307,0.25420825985163875
435,Kia,Sonet,Pro Hybrid,Luxury Sedan,Diesel,0.29604385834938507,DCT,0.011611030478955007,9639317,11979580,Luxury,6,2024,South Korea,0.7175840153630684,0.13387662849674417
436,Toyota,Camry,LX S,Sedan,Hybrid,0.26655800859386575,Automatic,0.011611030478955007,12117107,13699426,Luxury,7,2019,Japan,0.8662958020563047,0.09080151187233122
437,Bentley,Flying Spur,ZX MT,Coupe,Electric,0.0,Automatic,0.8200290275761974,11872266,14658782,Luxury,7,2021,UK,0.891609288568503,0.31410783750954335
438,Audi,A8,ZX Turbo,Luxury Sedan,CNG,0.29604385834938507,CVT,0.021770682148040635,6272565,7143115,Luxury,7,2017,Germany,0.4269644721958356,0.2100873923727323
439,Audi,Q7,Max MT,Coupe,Hybrid,0.11794339902207733,DCT,0.010159651669085631,6647038,10149102,Luxury,6,2017,Germany,0.5467257488870536,0.14046312066683203
440,Maruti Suzuki,Alto,Pro S,Coupe,Diesel,0.26655800859386575,Automatic,0.010159651669085631,4399047,7920299,Luxury,4,2017,Japan/India,0.388124089668017,0.20983645738594892
441,Kia,Sonet,Max Turbo,Coupe,Petrol,0.9999999999999999,DCT,0.017416545718432506,12379617,13341930,Luxury,7,2025,South Korea,0.8629306846971903,0.2403631198271538
442,Ferrari,SF90,Base EV,SUV,CNG,0.11794339902207733,Automatic,0.0029027576197387505,4556301,5332938,Premium,4,2020,Italy,0.3020314523298246,0.19909678188886787
443,Tesla,Model Y,Signature Hybrid,Hatchback,Petrol,0.2219588087124018,CVT,0.011611030478955007,9500637,11185857,Luxury,2,2016,USA,0.6845512997945594,0.12731779746147476
444,Honda,Amaze,Premium Plus,Hatchback,Electric,0.0,Automatic,0.9100145137880987,3176872,7332157,Premium,2,2018,Japan,0.3239890680627278,0.4875078128101526
445,Hyundai,Venue,ZX Turbo,MPV,Diesel,0.11794339902207733,CVT,0.0014513788098693744,9581828,13558792,Luxury,6,2022,South Korea,0.771494870468702,0.08122294477069425
446,Maruti Suzuki,Fronx,Edition EV,SUV,Hybrid,0.26655800859386575,Manual,0.015965166908563137,9587610,11862972,Luxury,6,2021,Japan/India,0.7116210342047993,0.13099415158557043
447,Porsche,Taycan,Pro Hybrid,Luxury Sedan,CNG,0.36953622758927246,CVT,0.015965166908563137,2277432,5404719,Premium,6,2025,Germany,0.22383982259604074,0.2735350982868414
448,Kia,Sonet,VX Plus,Coupe,Diesel,0.36953622758927246,Automatic,0.018867924528301883,6265684,9965470,Luxury,2,2021,South Korea,0.5267097023511784,0.19883359351496555
449,Tata,Nexon,Premium Plus,Sedan,CNG,0.9999999999999999,Manual,0.021770682148040635,11013903,12441795,Luxury,5,2024,India,0.7826572991137135,0.26195541397338584
450,BMW,X1,Luxury S,Coupe,Hybrid,0.9999999999999999,CVT,0.02031930333817126,8415042,8969482,Luxury,5,2023,Germany,0.5675707282758604,0.3152190740993948
451,Kia,Seltos,Premium Turbo,Hatchback,Electric,0.0,Automatic,0.6415094339622641,1725837,2465686,Mid,6,2024,South Korea,0.10017556810578994,0.44948440986034494
452,Toyota,Camry,Sport Turbo,Hatchback,Diesel,0.5920877166987701,DCT,0.005805515239477503,2690215,6696703,Premium,5,2018,Japan,0.28423547063833604,0.29939060601398715
453,Toyota,Corolla,Luxury AT,SUV,Petrol,0.14787375907541858,Automatic,0.0029027576197387505,9549784,10083899,Luxury,4,2018,Japan,0.6472528287360176,0.11877750979798787
454,Porsche,Cayenne,VX Hybrid,Luxury Sedan,CNG,0.5920877166987701,CVT,0.026124818577648763,8224581,12184292,Luxury,6,2025,Germany,0.674715879349918,0.2088822600044516
455,Rolls-Royce,Cullinan,LX EV,Coupe,Diesel,0.5920877166987701,Manual,0.017416545718432506,10185509,11777520,Luxury,2,2020,UK,0.7297757548512748,0.1920693956283867
456,Toyota,Innova Hycross,Premium AT,MPV,Petrol,0.5920877166987701,DCT,0.026124818577648763,4895131,7045429,Premium,2,2025,Japan,0.37470464528685,0.2838850685202186
457,Lamborghini,Urus,Pro S,MPV,Diesel,0.1773596088309379,Automatic,0.0,9439638,10493654,Luxury,5,2023,Italy,0.6578672292460604,0.12100511445467246
458,Tesla,Model 3,Premium S,Hatchback,Petrol,0.1773596088309379,Automatic,0.013062409288824383,5671920,9994609,Luxury,2,2023,USA,0.5067064451460114,0.16336715373077326
459,Ferrari,Purosangue,Luxury EV,Sedan,Hybrid,0.9999999999999999,Automatic,0.013062409288824383,963835,2807145,Mid,6,2024,Italy,0.08527677723604,0.4332526489420785
460,Kia,EV6,Sport MT,Luxury Sedan,Diesel,0.9999999999999999,Automatic,0.004354136429608127,7602138,10437062,Luxury,4,2022,South Korea,0.5907642680837859,0.30383288072941633
461,Honda,Accord,LX X,SUV,Electric,0.0,Automatic,0.7489114658925979,10343766,12937631,Luxury,7,2018,Japan,0.7764822488872485,0.31799845084059714
462,Mahindra,XUV300,VX EV,Sedan,Petrol,0.1773596088309379,Automatic,0.004354136429608127,7427516,10033644,Luxury,6,2022,India,0.5702857508469035,0.14442443180482456
463,Mahindra,XUV300,ZX MT,Hatchback,Electric,0.0,Automatic,0.9724238026124818,12673942,13503036,Luxury,7,2018,India,0.8790654704969803,0.37058196329012355
464,Tesla,Model S,Luxury Plus,MPV,Diesel,0.5920877166987701,DCT,0.02322206095791001,1298815,5817625,Premium,5,2017,USA,0.2037980911162227,0.32559574189596685
